Id,SalePrice
721,80058.5683023283
2165,178578.8130453377
2316,201166.43274394053
775,134168.75185884425
1558,82679.1166702223
17,178735.28541371346
1022,201283.85823311043
925,149045.89379817276
438,300087.7381405642
1270,133270.52735373838
1272,91554.54227338135
215,136256.22897401717
266,196151.42766943152
2402,248563.6919600449
1250,103115.45570116615
1984,130826.06105343801
1279,161615.0682826569
377,226951.49652719096
1252,213762.5690240383
2156,237469.03702745843
499,296120.48263088055
1374,135071.12010015908
2898,249600.36945068822
401,92750.7965275207
2721,170410.4676074918
2078,241477.33047343264
2589,170282.38854380255
1946,204568.0334928719
1334,120827.50489916009
2781,203192.5166125825
431,284901.110596117
576,190324.89954921266
1474,221972.7359785091
2254,158814.85396664304
2155,217484.35293678832
885,156786.9032759614
643,84996.23118021918
1944,114990.0370681831
480,225769.15510033275
2845,147760.09966103692
2387,283303.9687564666
2407,188921.35512686885
2527,175526.6406935019
2514,167371.46586683564
629,180030.2292488932
80,234236.362081364
1876,128623.88699498834
1546,125040.57937945717
2518,149829.18314596798
2347,119575.02796792035
783,231167.6042970702
1322,103192.31972089174
194,123813.64523364333
1770,284114.002178588
2143,137440.48925719666
1229,230935.54215095486
511,203587.3909278069
46,247521.07180280262
1348,161289.5678429641
2465,194006.0846198771
387,219604.2041171128
873,175508.99822247872
1918,140405.24657628307
2764,218868.53505376418
2184,106411.63867646811
934,173701.25064082321
1920,113897.83580700797
2631,164261.39179996133
1768,377941.623287951
2040,152183.1949308548
1749,233868.20140635382
834,253676.46583629638
1457,223262.80636143155
79,121833.42249417899
2302,123796.31069230926
1817,133098.47067060453
2755,190065.06537212423
359,224642.15052840763
2059,109527.64962501654
2092,291658.7148917644
2516,207341.2447585662
150,98686.07668691827
1656,144032.25017573198
83,121594.60389773078
2411,250623.6571926046
795,111512.62744502477
2312,222671.32589623824
2917,154659.84840060715
1624,193246.37161705073
2215,219230.24221104887
1211,110182.63246423466
1485,139317.54091392254
1024,206234.26060363482
570,215742.64570825733
2874,116589.7343098821
700,175411.01214123427
2756,249939.5745581466
2022,136358.47691430507
583,200144.58789924282
2392,325727.1670203916
2424,186421.05110228012
212,116835.2726596531
736,184866.92626907272
1610,130496.95838918223
890,128811.35300205322
467,166525.6983846868
578,227497.905618879
1747,193763.5022244492
1149,188272.24563866894
2758,188575.69396957612
857,155928.3462574283
2219,277812.1364064034
733,100960.55369604807
2909,181247.80774065093
1798,212840.1842849363
235,148670.23827697174
2366,184571.7432655095
1027,116359.92363313233
1195,88829.69198345843
1303,94850.66594588927
148,163432.36976489
608,200785.7963175099
2515,208824.59588320288
821,242193.58500218406
2500,285608.8827687472
745,86400.14047210563
741,147302.49443038882
1611,154362.83514901344
2532,124469.37242480335
1081,210425.89801735172
1692,409089.50122007163
2520,168340.10566971573
276,157186.1090062627
1992,194989.5600336297
663,97782.65567918173
418,154053.24499858008
1733,232655.8228674533
2359,105767.16903873763
253,219386.86071943713
1518,187253.96111976926
2035,156458.1028590715
2919,120195.89231547873
1540,237490.9416146321
2120,97286.48293848643
1674,197686.85876876983
256,162050.70941058657
2361,86068.79587833838
978,113346.02504385321
2280,127493.32441733048
2095,258825.66287914978
1709,294748.96776550764
2801,207067.17090319912
1246,112214.70663133828
2373,128701.12009045528
1055,232161.6114087347
2017,123803.84487322529
1099,301209.4835849302
1344,110637.91064920917
835,185741.52630396385
1117,169883.16696777107
2043,130566.69330370272
2085,135087.4151164115
410,164808.99709706745
2650,110063.17420490255
2867,180486.85177244444
1668,119445.64520347466
1161,175040.62432780757
2122,169653.35159568046
2539,150952.95646224532
1047,138238.08524443756
1445,136371.9662259887
541,176695.33742827573
569,193342.3294401067
1276,110840.20941667687
918,177715.6874558934
326,147202.67681794646
1936,150440.97809756166
895,109720.14984422999
257,123017.69216783697
1241,149082.1673729377
1545,101836.76982366179
1189,175708.87550172518
270,163671.7358365229
2066,211458.8010381754
693,57674.660907283265
1259,97263.68756856139
2916,171946.5596106752
2321,254347.30256988457
1977,105157.13558004428
1895,133897.03532501028
1240,146984.25306995862
85,136493.52357128292
1823,98788.0602145119
825,265377.22886548063
110,210511.4832716596
697,151581.40065367118
2297,138318.47926266174
1231,140551.55843143293
1355,181761.0680753638
968,284404.35885066644
584,244039.73744230234
1315,190313.88485841785
1606,152224.5905001174
206,88556.28242226735
1685,342198.0247943989
2016,133321.5638315817
869,215419.0383038466
2135,116368.3142650801
2346,168745.8106884137
2430,214345.92466784356
2198,151632.8150337993
2652,140390.3339340628
27,124850.95247766798
241,182781.28419166934
906,157177.10746637094
1506,142672.21074729483
2098,251009.22315000714
1435,218676.25163105334
2213,163260.87094112943
1274,159895.5115686443
743,35980.68898230349
1737,185954.763230283
2797,248935.37679631426
2185,101664.77750269716
58,235294.00347075798
830,234816.7669406643
808,192598.0261157805
680,248636.15925319158
1153,96555.94171682853
1291,173259.18023505047
1818,189331.046851052
2161,195227.61764568186
1883,132661.9566850459
350,287224.4373509267
2473,168360.368770011
295,187296.10547431977
293,250873.43858888772
859,121824.88188242912
288,75677.47733034671
1578,135071.40011084737
102,154175.39187300188
2831,222369.26810273968
1030,167610.9716106756
2551,124572.42800024537
1286,163001.13842221544
958,270348.8028103812
776,83910.53282305083
72,158445.27697504198
2263,226462.23865098984
1866,141594.71993719877
2876,123384.116651645
2146,256908.85291734518
103,198387.34080658664
1500,124869.61577311833
492,170832.9490555947
167,145814.21850282187
2597,106866.59314200486
2685,87436.42201583968
1035,127390.08991610206
1220,91777.86470703437
2602,170258.90763420373
2159,230587.0667173986
695,143814.35461204065
1109,288875.6924154418
640,121823.05786998413
1652,159809.96486295568
2090,177403.58939043328
1188,150132.8077295767
2345,267393.9075663268
1059,334631.65143787593
2751,228426.41239032516
128,184797.99580381246
1523,167390.24455576716
2925,157604.34830032082
2145,210623.81876615583
1121,200194.9078223946
566,276959.2719109458
565,261015.08749558934
1331,167907.1512090932
2928,143837.86045661347
156,131986.35781242055
797,136140.3683026671
327,126784.03441132257
2859,148035.52834983324
1453,118953.83835892793
1762,302038.41987289104
1868,277108.3689532024
1760,167933.57500865514
1113,253463.4777745173
1812,272306.6974471973
117,153725.54259852876
1142,196544.52126902775
2342,305921.7146210959
927,138445.91962405515
2478,150972.27684135654
655,76873.77425658936
2064,82658.17812751458
369,291210.9771915388
2239,116855.37275901713
2732,206848.60333890704
1653,94967.49770396415
959,207650.4957695878
2395,290272.9660664299
1412,135577.75943980814
271,151238.84124029
1484,144466.1470560933
1497,152636.1979762145
552,162482.71630700707
2,84658.66952831222
1855,218916.30515559955
4,286866.5956994004
2292,130135.63343847488
134,99273.44730441918
646,126318.58113502622
42,326018.4717413095
532,206815.39043128758
713,162047.5493455816
2561,121413.02396567632
2360,141004.56273561972
1333,135668.5310207868
1407,178655.84199256098
2892,252229.9614429468
574,193544.96722294032
1227,210526.4873696484
2591,236044.3170086417
1476,209663.69131852564
1125,229200.66269940248
1446,108184.99924742432
408,109439.28379215756
1101,292438.84901895345
2251,230998.27998906584
373,212517.01520037442
2554,155525.32890159046
2382,270136.77284808445
1985,125034.19829508287
519,191616.71985523318
1093,177580.8852601454
864,227690.4321846534
2889,136816.30897372184
2308,154824.09838237768
986,129103.85311135618
1302,109212.741248567
585,133407.30226570638
2708,177714.43457104737
147,129278.32052774125
1441,192463.50379938967
383,198288.06675361138
285,191555.33220573096
181,128359.80025465698
358,174711.3310575953
780,218884.37868905292
258,189443.7144910036
1865,198396.5153939063
692,111749.04048997413
2902,281229.4714019092
508,217426.09503966695
2638,170799.65908662757
36,188469.5395191298
611,138459.7997924204
2281,143825.58764563035
1678,192089.41009051763
1696,347482.93177995563
1557,94669.22237336953
2180,145784.24645184318
1726,252518.7033707979
951,167660.44751589917
267,229112.11115846707
2706,155554.86998999064
2221,187051.47227588546
1357,172961.16492804443
2901,240938.37954587422
347,178738.93554443587
2164,165154.6190986843
1586,243944.17460517463
360,187652.94195910115
1769,262704.208162065
2617,144875.15090232296
1879,151454.25882056187
991,182226.98672122613
1535,161766.232911853
1191,149049.64339763796
1579,223963.8083045024
1882,171754.8027411733
1510,195332.1996809669
2196,228780.24286862783
1845,179948.10261173476
2336,343083.3993030724
942,89133.53620647722
861,107178.83561483883
2555,134287.64633014798
1392,218367.36060309334
2099,175443.7223110346
1543,109161.51405106772
948,234886.04709641534
1239,112009.79636199561
22,163348.3928395587
2796,222257.42877410728
2747,207679.33058015248
92,236913.75932028762
210,169412.52339135838
1858,169143.36390104788
2228,143931.97881712107
447,269925.2443348181
827,211867.06815938867
1649,294796.8146523806
682,135282.19360491552
2698,117592.85838196322
494,184050.24153184894
214,126847.91158310525
2441,232907.7456009098
2679,98731.15192039088
1336,91754.08290532131
465,246343.17751844466
1524,183364.69624493187
2543,107263.78930388053
631,141636.1311409332
2452,317696.1422473658
228,170394.43929329526
126,134782.40295392973
1092,242000.47417046974
1122,195624.43915919002
932,162535.31082772755
1980,139555.2676605722
2171,125833.09082691278
551,130681.82084835539
2768,158108.450729347
2056,92707.49457946239
1159,372884.2380311533
2645,130963.78629332283
1174,248921.03388194263
2266,229380.22370530196
2462,290019.70067798416
1219,165309.77006887266
2922,156951.5974236629
118,143449.67515879538
474,179902.16053985874
2576,157658.81835723534
872,247269.88470903807
1077,224676.34137134565
1536,175047.58238780333
1150,121354.17619843231
2341,297923.18456091965
1931,193731.07379889672
2785,177657.3515331885
2538,129307.68720707396
597,213720.72915812308
464,304815.1754042902
233,213458.16049589583
2169,158238.67568110136
2123,187594.49403266143
1867,143072.84082041902
137,226151.51126550243
515,216448.28057386365
933,171039.77349475725
2784,125347.70599829707
972,161842.90439649904
599,185695.64512370303
2614,133425.28051044754
2582,124306.23343386884
1409,150746.18118771163
175,150384.9444889353
352,213479.55970309835
976,122775.28987088421
2134,196192.2593858617
984,146621.06502286845
2396,318512.38955975836
1673,175266.90814938245
404,160739.13521682617
607,164993.8358478507
814,202212.12721575802
868,243474.0187380666
2271,213559.0891218116
1633,256619.8192669215
337,159298.1097788211
2765,142399.3527964422
1746,231408.1295264645
368,268870.81169142906
2806,169937.5868347761
1662,140763.48768146834
1234,208020.6194345743
1373,137407.85935767664
1672,123775.87822743
1939,127542.24460998268
