,SalePrice
428,245000.0
429,180000.0
430,148800.0
431,237000.0
432,60000.0
433,165000.0
434,240000.0
435,160000.0
436,128000.0
437,82000.0
438,256000.0
439,143000.0
440,231713.0
441,155000.0
442,128500.0
443,168000.0
444,184000.0
445,124000.0
446,185000.0
447,230500.0
448,227000.0
449,173500.0
450,140000.0
451,247000.0
452,149900.0
453,158000.0
454,147110.0
455,119500.0
456,205000.0
457,148000.0
458,236500.0
459,137000.0
460,122000.0
461,176485.0
462,109000.0
463,330000.0
464,143000.0
465,410000.0
466,201000.0
467,80000.0
468,259500.0
469,279900.0
470,154000.0
471,128000.0
472,256300.0
473,188000.0
474,312500.0
475,151000.0
476,122500.0
477,188000.0
478,209700.0
479,441929.0
480,163000.0
481,187500.0
482,220000.0
483,127000.0
484,107500.0
485,128000.0
486,73000.0
487,374000.0
488,421250.0
489,178000.0
490,137500.0
491,301500.0
492,105000.0
493,157500.0
494,117000.0
495,105000.0
496,115000.0
497,360000.0
498,118858.0
499,173000.0
500,78500.0
501,183500.0
502,93000.0
503,226500.0
504,178000.0
505,226000.0
506,173000.0
507,62383.0
508,446261.0
509,160000.0
510,219990.0
511,191000.0
512,136500.0
513,80000.0
514,229000.0
515,236000.0
516,392000.0
517,149000.0
518,345000.0
519,169000.0
520,109900.0
521,188000.0
522,132500.0
523,143000.0
524,125000.0
525,415000.0
526,125500.0
527,139000.0
528,451950.0
529,119900.0
530,220000.0
531,167300.0
532,122000.0
533,125000.0
534,112500.0
535,191000.0
536,136000.0
537,197900.0
538,117000.0
539,194000.0
540,285000.0
541,127500.0
542,268000.0
543,137000.0
544,214550.0
545,129500.0
546,115000.0
547,114000.0
548,107000.0
549,118500.0
550,120000.0
551,260000.0
552,136000.0
553,123000.0
554,89500.0
555,199500.0
556,109900.0
557,234000.0
558,155900.0
559,161500.0
560,137500.0
561,76500.0
562,211000.0
563,181000.0
564,174900.0
565,164500.0
566,214000.0
567,185000.0
568,123000.0
569,183500.0
570,174000.0
571,130000.0
572,178000.0
573,189900.0
574,144000.0
575,120500.0
576,145000.0
577,251000.0
578,136500.0
579,82500.0
580,57625.0
581,212500.0
582,164000.0
583,139000.0
584,160000.0
585,149000.0
586,129400.0
587,140000.0
588,264500.0
589,141000.0
590,199900.0
591,167900.0
592,181900.0
593,262500.0
594,230000.0
595,328900.0
596,232698.0
597,221800.0
598,152400.0
599,213000.0
600,184900.0
601,157000.0
602,144000.0
603,192350.0
604,163500.0
605,262280.0
606,214000.0
607,230000.0
608,280000.0
609,140000.0
610,155000.0
611,64500.0
612,218000.0
613,160000.0
614,208900.0
615,284700.0
616,146000.0
617,245500.0
618,113000.0
619,296000.0
620,377426.0
621,337500.0
622,552000.0
623,97900.0
624,208300.0
625,213000.0
626,188000.0
627,162000.0
628,152000.0
629,254900.0
630,187000.0
631,235000.0
632,125000.0
633,120000.0
634,81500.0
635,118500.0
636,370878.0
637,145000.0
638,311500.0
639,210250.0
640,200000.0
641,126000.0
642,114000.0
643,87500.0
644,349265.0
645,203000.0
646,189000.0
647,209000.0
648,160000.0
649,129000.0
650,170000.0
651,90350.0
652,79000.0
653,149900.0
654,123000.0
655,87000.0
656,171000.0
657,119000.0
658,132500.0
659,161000.0
660,274000.0
661,125000.0
662,98500.0
663,262000.0
664,134900.0
665,170000.0
666,135000.0
667,290000.0
668,173500.0
669,225000.0
670,140500.0
671,126000.0
672,170000.0
673,156000.0
674,207500.0
675,255000.0
676,94900.0
677,140000.0
678,96900.0
679,154000.0
680,184900.0
681,385000.0
682,106500.0
683,327000.0
684,468000.0
685,135000.0
686,142500.0
687,141000.0
688,107500.0
689,108500.0
690,150000.0
691,78000.0
692,235128.0
693,163000.0
694,84900.0
695,147000.0
696,155000.0
697,180000.0
698,51500.0
699,187500.0
700,125000.0
701,250000.0
702,78000.0
703,118000.0
704,318000.0
705,215000.0
706,72000.0
707,180000.0
708,184000.0
709,124500.0
710,135000.0
711,164900.0
712,140000.0
713,128000.0
714,153000.0
715,127500.0
716,141500.0
717,325000.0
718,188500.0
719,185000.0
720,146000.0
721,119000.0
722,112000.0
723,197000.0
724,412083.0
725,271000.0
726,200000.0
727,174000.0
728,156500.0
729,204000.0
730,149350.0
731,137000.0
732,222500.0
733,166000.0
734,109500.0
735,122000.0
736,99900.0
737,249700.0
738,158500.0
739,139500.0
740,202000.0
741,145000.0
742,108959.0
743,160000.0
744,128600.0
745,197900.0
746,172000.0
747,130000.0
748,195000.0
749,113000.0
750,209000.0
751,213500.0
752,126000.0
753,127500.0
754,334000.0
755,157000.0
756,125500.0
757,189000.0
758,173000.0
759,260000.0
760,212000.0
761,148000.0
762,136300.0
763,181700.0
764,139500.0
765,162000.0
766,100000.0
767,126500.0
768,301000.0
769,204750.0
770,90000.0
771,130000.0
772,154545.0
773,155000.0
774,131500.0
775,153000.0
776,306000.0
777,332200.0
778,293077.0
779,128000.0
780,152000.0
781,135000.0
782,117500.0
783,127500.0
784,373000.0
785,98000.0
786,203135.0
787,191000.0
788,98000.0
789,179000.0
790,245000.0
791,213250.0
792,89900.0
793,185000.0
794,113500.0
795,68000.0
796,201000.0
797,226700.0
798,500067.0
799,201490.0
800,155000.0
801,145000.0
802,128000.0
803,187000.0
804,145500.0
805,75000.0
806,217000.0
807,220000.0
808,165150.0
809,147000.0
810,203000.0
811,165500.0
812,67000.0
813,187000.0
814,180000.0
815,146500.0
816,270000.0
817,147000.0
818,132000.0
819,105000.0
820,135900.0
821,538000.0
822,147000.0
823,325000.0
824,124000.0
825,137000.0
826,142900.0
827,147000.0
828,128000.0
829,144000.0
830,205000.0
831,167000.0
832,66500.0
833,315000.0
834,155835.0
835,239500.0
836,300000.0
837,282000.0
838,120000.0
839,241500.0
840,336860.0
841,91000.0
842,207500.0
843,250000.0
844,167240.0
845,178000.0
846,127000.0
847,218500.0
848,135750.0
849,213700.0
850,257000.0
851,157000.0
852,102000.0
853,163500.0
854,204000.0
855,103500.0
856,200000.0
857,118000.0
858,235000.0
859,132500.0
860,221300.0
861,190000.0
862,222000.0
863,335000.0
864,257500.0
865,264132.0
866,130000.0
867,137000.0
868,99500.0
869,160250.0
870,130000.0
871,75200.0
872,130550.0
873,148000.0
874,124100.0
875,178400.0
876,150000.0
877,217000.0
878,252000.0
879,152000.0
880,132000.0
881,120000.0
882,338500.0
883,105000.0
884,175000.0
885,192000.0
886,195000.0
887,210000.0
888,211000.0
889,128000.0
890,180500.0
891,90000.0
892,138500.0
893,169985.0
894,146000.0
895,228000.0
896,159000.0
897,266000.0
898,139000.0
899,91900.0
900,212999.0
901,326000.0
902,179000.0
903,294000.0
904,97000.0
905,239799.0
906,161000.0
907,136500.0
908,118000.0
909,129500.0
910,205000.0
911,200624.0
912,322400.0
913,293200.0
914,266000.0
915,172500.0
916,124900.0
917,149000.0
918,185500.0
919,220000.0
920,225000.0
921,124000.0
922,92900.0
923,126500.0
924,111250.0
925,248000.0
926,136870.0
927,133000.0
928,135000.0
929,111900.0
930,140000.0
931,134432.0
932,455000.0
933,290000.0
934,235500.0
935,156500.0
936,172400.0
937,182000.0
938,372397.0
939,260000.0
940,72000.0
941,82375.0
942,158000.0
943,127000.0
944,270000.0
945,316600.0
946,177000.0
947,271900.0
948,115000.0
949,122000.0
950,315000.0
951,213500.0
952,109500.0
953,115000.0
954,176400.0
955,185750.0
956,230000.0
957,90000.0
958,129500.0
959,153000.0
960,173733.0
961,146000.0
962,172500.0
963,188000.0
964,181500.0
965,212000.0
966,188900.0
967,64500.0
968,230000.0
969,122000.0
970,133500.0
971,254850.0
972,129500.0
973,318000.0
974,255900.0
975,143500.0
976,259000.0
977,217000.0
978,210000.0
979,148500.0
980,156932.0
981,145000.0
982,200000.0
983,450000.0
984,172500.0
985,240000.0
986,340000.0
987,201000.0
988,122000.0
989,213000.0
990,175000.0
991,195400.0
992,113500.0
993,140200.0
994,116000.0
995,359900.0
996,157500.0
997,190000.0
998,100000.0
999,159300.0
1000,203000.0
1001,302000.0
1002,143000.0
1003,267000.0
1004,103000.0
1005,153500.0
1006,171000.0
1007,107000.0
1008,128500.0
1009,116000.0
1010,160000.0
1011,180000.0
1012,133000.0
1013,215000.0
1014,177500.0
1015,215000.0
1016,150000.0
1017,320000.0
1018,167000.0
1019,125000.0
1020,65000.0
1021,200141.0
1022,235876.0
1023,123000.0
1024,137500.0
1025,123600.0
1026,160000.0
1027,181000.0
1028,125000.0
1029,154000.0
1030,231000.0
1031,142000.0
1032,475000.0
1033,375000.0
1034,115000.0
1035,185000.0
1036,108500.0
1037,147400.0
1038,156000.0
1039,120000.0
1040,167000.0
1041,191000.0
1042,161500.0
1043,130000.0
1044,132500.0
1045,144000.0
1046,141000.0
1047,117000.0
1048,84500.0
1049,256000.0
1050,117500.0
1051,160000.0
1052,187000.0
1053,350000.0
1054,133000.0
1055,417500.0
1056,175900.0
1057,323262.0
1058,185000.0
1059,129800.0
1060,220000.0
1061,133000.0
1062,133500.0
1063,170000.0
1064,168000.0
1065,140750.0
1066,204000.0
1067,222500.0
1068,134500.0
1069,214000.0
1070,119900.0
1071,118000.0
1072,135000.0
1073,207000.0
1074,136500.0
1075,107900.0
1076,126000.0
1077,215000.0
1078,426000.0
1079,147000.0
1080,147500.0
1081,383000.0
1082,241500.0
1083,147100.0
1084,355000.0
1085,109500.0
1086,45000.0
1087,244400.0
1088,167000.0
1089,200000.0
1090,80000.0
1091,115000.0
1092,139000.0
1093,149500.0
1094,108000.0
1095,106250.0
1096,194000.0
1097,129500.0
1098,126000.0
1099,119100.0
1100,213000.0
1101,190000.0
1102,183500.0
1103,172000.0
1104,100000.0
1105,218836.0
1106,163000.0
1107,206580.0
1108,163990.0
1109,116500.0
1110,188000.0
1111,175000.0
1112,182000.0
1113,103000.0
1114,466500.0
1115,149500.0
1116,142500.0
1117,136500.0
1118,137000.0
1119,226500.0
1120,171500.0
1121,132500.0
1122,87500.0
1123,223000.0
1124,174000.0
1125,142000.0
1126,232600.0
1127,181000.0
1128,151400.0
1129,250000.0
1130,196000.0
1131,185000.0
1132,113000.0
1133,392000.0
1134,127500.0
1135,177000.0
1136,265000.0
1137,312500.0
1138,325000.0
1139,275000.0
1140,290000.0
1141,169000.0
1142,89000.0
1143,180400.0
1144,284000.0
1145,114500.0
1146,212900.0
1147,187100.0
1148,176000.0
1149,215000.0
1150,185900.0
1151,120000.0
1152,192140.0
1153,130500.0
1154,98000.0
1155,475000.0
1156,67000.0
1157,325624.0
1158,245000.0
1159,159000.0
1160,156000.0
1161,555000.0
1162,162500.0
1163,224500.0
1164,133000.0
1165,180000.0
1166,134500.0
1167,438780.0
1168,165000.0
1169,100000.0
1170,176000.0
1171,170000.0
1172,174000.0
1173,127000.0
1174,185900.0
1175,91300.0
1176,200000.0
1177,143000.0
1178,172500.0
1179,110000.0
1180,140000.0
1181,176432.0
1182,179200.0
1183,203000.0
1184,248328.0
1185,316500.0
1186,125600.0
1187,110000.0
1188,108500.0
1189,55939.0
1190,129000.0
1191,176000.0
1192,154000.0
1193,180000.0
1194,134000.0
1195,243000.0
1196,270000.0
1197,134000.0
1198,260000.0
1199,168675.0
1200,160000.0
1201,95000.0
1202,173000.0
1203,187750.0
1204,215000.0
1205,120000.0
1206,249000.0
1207,164500.0
1208,230000.0
1209,140000.0
1210,118900.0
1211,239900.0
1212,146300.0
1213,124000.0
1214,130000.0
1215,179000.0
1216,180500.0
1217,80000.0
1218,287090.0
1219,97000.0
1220,246990.0
1221,154204.0
1222,179500.0
1223,111750.0
1224,500000.0
1225,177439.0
1226,335000.0
1227,205000.0
1228,212000.0
1229,246000.0
1230,181900.0
1231,130000.0
1232,132000.0
1233,220000.0
1234,236500.0
1235,263435.0
1236,141000.0
1237,213000.0
1238,179781.0
1239,234250.0
1240,287000.0
1241,257500.0
1242,102000.0
1243,139400.0
1244,105000.0
1245,268000.0
1246,274970.0
1247,180000.0
1248,161000.0
1249,84900.0
1250,119000.0
1251,370000.0
1252,175900.0
1253,142953.0
1254,279700.0
1255,132000.0
1256,313000.0
1257,108000.0
1258,165400.0
1259,187000.0
1260,403000.0
1261,195000.0
1262,158500.0
1263,255000.0
1264,236500.0
1265,129250.0
1266,289000.0
1267,100000.0
1268,275000.0
1269,207000.0
1270,146000.0
1271,116000.0
1272,219500.0
1273,173000.0
1274,135000.0
1275,213000.0
1276,150000.0
1277,194201.0
1278,181000.0
1279,157400.0
1280,217000.0
1281,252000.0
1282,197000.0
1283,189500.0
1284,116000.0
1285,143000.0
1286,119000.0
1287,127500.0
1288,200825.0
1289,35000.0
1290,292500.0
1291,106000.0
1292,85000.0
1293,286500.0
1294,127500.0
1295,210400.0
1296,274000.0
1297,264966.0
1298,50000.0
1299,137800.0
1300,300000.0
1301,345000.0
1302,228000.0
1303,165500.0
1304,107000.0
1305,286000.0
1306,34900.0
1307,115000.0
1308,215000.0
1309,179500.0
1310,212000.0
1311,250000.0
1312,149000.0
1313,188000.0
1314,99800.0
1315,159500.0
1316,184500.0
1317,276000.0
1318,155000.0
1319,160000.0
1320,157500.0
1321,285000.0
1322,145900.0
1323,229000.0
1324,79000.0
1325,128500.0
1326,286000.0
1327,189500.0
1328,102900.0
1329,128500.0
1330,156000.0
1331,281213.0
1332,242000.0
1333,157500.0
1334,196500.0
1335,193000.0
1336,132000.0
1337,139900.0
1338,148000.0
1339,281500.0
1340,342000.0
1341,148000.0
1342,140000.0
1343,150000.0
1344,279500.0
1345,140000.0
1346,145000.0
1347,184000.0
1348,206000.0
1349,85500.0
1350,188700.0
1351,200000.0
1352,162000.0
1353,108000.0
1354,213000.0
1355,318000.0
1356,106000.0
1357,235000.0
1358,128550.0
1359,163000.0
1360,126000.0
1361,200000.0
1362,144000.0
1363,141000.0
1364,322500.0
1365,224900.0
1366,223500.0
1367,112000.0
1368,187500.0
1369,61000.0
1370,109200.0
1371,52000.0
1372,207000.0
1373,130000.0
1374,89500.0
1375,130000.0
1376,127000.0
1377,320000.0
1378,120000.0
1379,181000.0
1380,110000.0
1381,94550.0
1382,85500.0
1383,153500.0
1384,139600.0
1385,143000.0
1386,410000.0
1387,200000.0
1388,130000.0
1389,154400.0
1390,299800.0
1391,63000.0
1392,143000.0
1393,137500.0
1394,272000.0
1395,173000.0
1396,245000.0
1397,140000.0
1398,383970.0
1399,125000.0
1400,133000.0
1401,244600.0
1402,138550.0
1403,112900.0
1404,111000.0
1405,166000.0
1406,239000.0
1407,209200.0
1408,175000.0
1409,269500.0
1410,225000.0
1411,275000.0
1412,105000.0
1413,159950.0
1414,135000.0
1415,345474.0
1416,102000.0
1417,198000.0
1418,339750.0
1419,169500.0
1420,94000.0
1421,203160.0
1422,291000.0
1423,200000.0
1424,119000.0
1425,39300.0
1426,55000.0
1427,205000.0
1428,108000.0
1429,143000.0
1430,197000.0
1431,205950.0
1432,175000.0
1433,301000.0
1434,230000.0
1435,171750.0
1436,120000.0
1437,110000.0
1438,144500.0
1439,155000.0
1440,125000.0
1441,156500.0
1442,151000.0
1443,135000.0
1444,79400.0
1445,213000.0
1446,202900.0
1447,211000.0
1448,130000.0
1449,137450.0
1450,150000.0
1451,95000.0
1452,179400.0
1453,212109.0
1454,98600.0
1455,216000.0
1456,300000.0
1457,328000.0
1458,139000.0
1459,164000.0
1460,123900.0
1461,116500.0
1462,177000.0
1463,99500.0
1464,174190.0
1465,151000.0
1466,143750.0
1467,131900.0
1468,157000.0
1469,147000.0
1470,188500.0
1471,185850.0
1472,126000.0
1473,118000.0
1474,319900.0
1475,142500.0
1476,129900.0
1477,202500.0
1478,130400.0
1479,185000.0
1480,138000.0
1481,114504.0
1482,113000.0
1483,125500.0
1484,165000.0
1485,79000.0
1486,152000.0
1487,159000.0
1488,141000.0
1489,167000.0
1490,132000.0
1491,179900.0
1492,122000.0
1493,127000.0
1494,190000.0
1495,158450.0
1496,175000.0
1497,377500.0
1498,138400.0
1499,260000.0
1500,440000.0
1501,178000.0
1502,138500.0
1503,132000.0
1504,149900.0
1505,108000.0
1506,110000.0
1507,124000.0
1508,103200.0
1509,194000.0
1510,108000.0
1511,122000.0
1512,148400.0
1513,60000.0
1514,226500.0
1515,35311.0
1516,127500.0
1517,137500.0
1518,147000.0
1519,309000.0
1520,315000.0
1521,147000.0
1522,264561.0
1523,130000.0
1524,177000.0
1525,119000.0
1526,157000.0
1527,158000.0
1528,115000.0
1529,120750.0
1530,216000.0
1531,75000.0
1532,192000.0
1533,160500.0
1534,279500.0
1535,148000.0
1536,144400.0
1537,310000.0
1538,165000.0
1539,402000.0
1540,250000.0
1541,73000.0
1542,136000.0
1543,282500.0
1544,221500.0
1545,170000.0
1546,163000.0
1547,290000.0
1548,330000.0
1549,111000.0
1550,214000.0
1551,137500.0
1552,240900.0
1553,190000.0
1554,250000.0
1555,218000.0
1556,255000.0
1557,240000.0
1558,360000.0
1559,179900.0
1560,200500.0
1561,37900.0
1562,180500.0
1563,269500.0
1564,225000.0
1565,141000.0
1566,335000.0
1567,150000.0
1568,385000.0
1569,205000.0
1570,206000.0
1571,179600.0
1572,102000.0
1573,175000.0
1574,158600.0
1575,135000.0
1576,136900.0
1577,135000.0
1578,337000.0
1579,250000.0
1580,306000.0
1581,179000.0
1582,146000.0
1583,161000.0
1584,205000.0
1585,241500.0
1586,118500.0
1587,130000.0
1588,130000.0
1589,535000.0
1590,123000.0
1591,82000.0
1592,132000.0
1593,108480.0
1594,165000.0
1595,181000.0
1596,165000.0
1597,161000.0
1598,199000.0
1599,214900.0
1600,198600.0
1601,258000.0
1602,269500.0
1603,176000.0
1604,158000.0
1605,184100.0
1606,170000.0
1607,206500.0
1608,140000.0
1609,230000.0
1610,188500.0
1611,194000.0
1612,133000.0
1613,140000.0
1614,207500.0
1615,256900.0
1616,109000.0
1617,113722.0
1618,237000.0
1619,142100.0
1620,149900.0
1621,404000.0
1622,277500.0
1623,178000.0
1624,254000.0
1625,12789.0
1626,176000.0
1627,342643.0
1628,125500.0
1629,150000.0
1630,261329.0
1631,141000.0
1632,153000.0
1633,172500.0
1634,153575.0
1635,124900.0
1636,415298.0
1637,119000.0
1638,227000.0
1639,145500.0
1640,61500.0
1641,192100.0
1642,116000.0
1643,145000.0
1644,445000.0
1645,150500.0
1646,175900.0
1647,167900.0
1648,219210.0
1649,188600.0
1650,136500.0
1651,137900.0
1652,85000.0
1653,137900.0
1654,195500.0
1655,128000.0
1656,135000.0
1657,143195.0
1658,78900.0
1659,192500.0
1660,129500.0
1661,168000.0
1662,105000.0
1663,143250.0
1664,144000.0
1665,205000.0
1666,143000.0
1667,290000.0
1668,611657.0
1669,152000.0
1670,191500.0
1671,317000.0
1672,165250.0
1673,123000.0
1674,185000.0
1675,120000.0
1676,158100.0
1677,173000.0
1678,101800.0
1679,155000.0
1680,125000.0
1681,104500.0
1682,350000.0
1683,93500.0
1684,193000.0
1685,191000.0
1686,110000.0
1687,261500.0
1688,128900.0
1689,584500.0
1690,111000.0
1691,90000.0
1692,129000.0
1693,224000.0
1694,165000.0
1695,122000.0
1696,267300.0
1697,485000.0
1698,220000.0
1699,215700.0
1700,280000.0
1701,284000.0
1702,84500.0
1703,192000.0
1704,105000.0
1705,216837.0
1706,141500.0
1707,130000.0
1708,124000.0
1709,150909.0
1710,139500.0
1711,79275.0
1712,265900.0
1713,91000.0
1714,185000.0
1715,141000.0
1716,260116.0
1717,113000.0
1718,225000.0
1719,113000.0
1720,125200.0
1721,319500.0
1722,140000.0
1723,250764.0
1724,250000.0
1725,176000.0
1726,174850.0
1727,147000.0
1728,99500.0
1729,398800.0
1730,175000.0
1731,109500.0
1732,163500.0
1733,100000.0
1734,334000.0
1735,137250.0
1736,320000.0
1737,162000.0
1738,222000.0
1739,178000.0
1740,119000.0
1741,169500.0
1742,236000.0
1743,294464.0
1744,206900.0
1745,233000.0
1746,108000.0
1747,165000.0
1748,134900.0
1749,113000.0
1750,147900.0
1751,99900.0
1752,143000.0
1753,114100.0
1754,129200.0
1755,392500.0
1756,264000.0
1757,177500.0
1758,139500.0
1759,170000.0
1760,224500.0
1761,290000.0
1762,169500.0
1763,240000.0
1764,144000.0
1765,165000.0
1766,145000.0
1767,114000.0
1768,395000.0
1769,105500.0
1770,254900.0
1771,102000.0
1772,230000.0
1773,137500.0
1774,138000.0
1775,155900.0
1776,124500.0
1777,190000.0
1778,159895.0
1779,189000.0
1780,124000.0
1781,121500.0
1782,146000.0
1783,230500.0
1784,300000.0
1785,90500.0
1786,142600.0
1787,227000.0
1788,205000.0
1789,246900.0
1790,89000.0
1791,64000.0
1792,170000.0
1793,582933.0
1794,110500.0
1795,110000.0
1796,118000.0
1797,284000.0
1798,171000.0
1799,193000.0
1800,135000.0
1801,167000.0
1802,105000.0
1803,214000.0
1804,279000.0
1805,184500.0
1806,120000.0
1807,171500.0
1808,164700.0
1809,209000.0
1810,225000.0
1811,81000.0
1812,336820.0
1813,277000.0
1814,117600.0
1815,140000.0
1816,395039.0
1817,181755.0
1818,186800.0
1819,177500.0
1820,64500.0
1821,260000.0
1822,185485.0
1823,105000.0
1824,187000.0
1825,202100.0
1826,245700.0
1827,128000.0
1828,275500.0
1829,225000.0
1830,138000.0
1831,88000.0
1832,380000.0
1833,256000.0
1834,134800.0
1835,121000.0
1836,227875.0
1837,245350.0
1838,93500.0
1839,82600.0
1840,240000.0
1841,113000.0
1842,155000.0
1843,142000.0
1844,119000.0
1845,158700.0
1846,193000.0
1847,263000.0
1848,164990.0
1849,119000.0
1850,238500.0
1851,280000.0
1852,193800.0
1853,129900.0
1854,145000.0
1855,275000.0
1856,81400.0
1857,125000.0
1858,80000.0
1859,104000.0
1860,260400.0
1861,176000.0
1862,123000.0
1863,291000.0
1864,132000.0
1865,176000.0
1866,177625.0
1867,104900.0
1868,196000.0
1869,280000.0
1870,167800.0
1871,170000.0
1872,130000.0
